Scene,Sample,missing_percentage,max_depth
48458572,48458572_248.379.png,14.775282118055555,4.337
48458572,48458572_258.775.png,14.734664351851851,2.048
48458572,48458572_254.577.png,10.231843171296298,2.015
48458572,48458572_272.769.png,22.248191550925924,1.962
48458572,48458572_262.973.png,12.847692418981483,2.235
48458572,48458572_301.857.png,6.032190393518518,4.693
48458572,48458572_270.670.png,4.757414641203703,1.998
48458572,48458572_297.359.png,13.695818865740742,2.361
48458572,48458572_284.564.png,22.440755208333332,1.985
48458572,48458572_256.676.png,12.575484664351851,1.964
48458572,48458572_228.288.png,15.24609375,1.749
48458572,48458572_295.260.png,8.474175347222221,2.948
48458572,48458572_250.478.png,4.517758969907407,2.113
48458572,48458572_299.458.png,7.782009548611112,2.195
48458572,48458572_288.862.png,11.475151909722223,1.877
48458572,48458572_252.478.png,3.2130714699074074,1.843
48458572,48458572_275.768.png,19.714771412037038,1.76
48458572,48458572_260.874.png,15.194661458333334,2.225
48458572,48458572_286.663.png,19.673466435185187,1.606
43828149,43828149_73316.604.png,15.162109375,3.051
43828149,43828149_73328.199.png,33.224790219907405,2.594
43828149,43828149_73357.587.png,16.92263454861111,2.477
43828149,43828149_73367.583.png,26.531864872685183,2.479
43828149,43828149_73325.900.png,35.27029079861111,2.685
43828149,43828149_73379.678.png,32.163411458333336,2.546
43828149,43828149_73337.895.png,38.949074074074076,2.393
43828149,43828149_73371.781.png,17.97706886574074,2.369
43828149,43828149_73318.703.png,2.8992332175925926,2.781
43828149,43828149_73369.682.png,10.072446469907408,2.781
43828149,43828149_73330.298.png,23.228660300925927,5.835
43828149,43828149_73377.579.png,7.089482060185186,2.631
43828149,43828149_73314.505.png,31.923249421296298,3.463
43828149,43828149_73323.701.png,6.043547453703703,2.569
43828149,43828149_73320.802.png,11.976598668981483,2.643
43828149,43828149_73365.484.png,32.04166666666667,3.392
43828149,43828149_73375.579.png,18.91869212962963,3.691
43828149,43828149_73355.388.png,13.312897858796296,3.145
43828149,43828149_73335.496.png,14.017903645833332,2.421
42447308,42447308_409705.963.png,26.777452256944446,2.051
42447308,42447308_409678.574.png,16.632486979166668,3.48
42447308,42447308_409773.535.png,27.375614872685183,3.407
42447308,42447308_409745.147.png,16.244755497685183,4.553
42447308,42447308_409724.555.png,35.23961950231482,2.293
42447308,42447308_409722.156.png,22.476960358796298,4.656
42447308,42447308_409775.834.png,13.923538773148147,3.445
42447308,42447308_409751.544.png,32.719003182870374,1.463
42447308,42447308_409680.773.png,21.477756076388886,2.157
42447308,42447308_409780.732.png,23.8642578125,3.212
42447308,42447308_409708.062.png,2.113751446759259,2.743
42447308,42447308_409697.566.png,37.01982060185185,3.506
42447308,42447308_409760.241.png,4.483109085648148,4.83
42447308,42447308_409676.175.png,23.553059895833332,3.425
42447308,42447308_409701.765.png,27.448386863425927,2.376
42447308,42447308_409686.071.png,30.553096064814817,2.432
42447308,42447308_409762.440.png,6.577220775462964,1.541
42447308,42447308_409755.842.png,17.782588252314817,1.923
42447308,42447308_409731.253.png,10.861979166666668,6.757
42447308,42447308_409692.668.png,9.563838252314815,3.024
42447308,42447308_409735.551.png,28.158817997685187,1.303
42447308,42447308_409673.976.png,39.424949363425924,2.191
42447308,42447308_409771.436.png,30.430085358796294,2.547
42447308,42447308_409690.369.png,14.051793981481481,2.113
42447308,42447308_409718.158.png,29.03689236111111,3.512
42447308,42447308_409778.633.png,18.737630208333332,3.297
42447308,42447308_409695.167.png,22.47920283564815,3.639
42447308,42447308_409769.337.png,25.27398003472222,2.951
42447308,42447308_409789.728.png,29.83539496527778,1.152
42447308,42447308_409749.445.png,17.72146267361111,1.159
42447308,42447308_409766.638.png,0.8986906828703703,1.804
42447308,42447308_409733.452.png,5.006727430555555,2.881
42447308,42447308_409715.659.png,16.98509837962963,3.073
42447308,42447308_409785.230.png,39.10984519675926,2.772
42447308,42447308_409764.539.png,17.673900462962962,2.945
42447308,42447308_409713.360.png,28.6748046875,3.092
42447308,42447308_409688.270.png,13.61990017361111,1.29
42447308,42447308_409787.629.png,32.63621238425926,2.925
42447308,42447308_409703.864.png,24.148328993055557,1.825
42447308,42447308_409699.666.png,2.491572627314815,3.576
42447308,42447308_409739.849.png,32.29304108796296,2.341
42447308,42447308_409753.743.png,11.679615162037036,1.953
42447308,42447308_409682.972.png,0.8336226851851851,1.115
42447308,42447308_409747.246.png,11.87525318287037,1.281
47204857,47204857_1596.519.png,10.382450810185185,1.867
47204857,47204857_1598.618.png,29.009946469907405,1.778
47204857,47204857_1587.423.png,37.37937644675926,1.656
47204857,47204857_1585.324.png,10.926070601851851,1.4
47204857,47204857_1583.225.png,30.653645833333332,1.762
47204857,47204857_1600.717.png,15.827690972222221,1.677
47204857,47204857_1594.320.png,8.681098090277779,2.032
44796332,44796332_17503.448.png,20.531792534722225,4.571
44796332,44796332_17493.852.png,9.525101273148149,1.863
44796332,44796332_17517.542.png,32.76403356481482,2.614
44796332,44796332_17486.055.png,27.335105613425924,1.562
44796332,44796332_17491.852.png,38.31825086805555,3.054
44796332,44796332_17488.354.png,38.860640914351855,1.217
44796332,44796332_17475.159.png,27.904369212962965,2.222
44796332,44796332_17483.756.png,16.709780092592595,2.128
44796332,44796332_17481.357.png,31.523509837962965,3.129
44796332,44796332_17557.825.png,39.01551649305556,3.434
44796332,44796332_17561.823.png,37.216977719907405,3.197
44796443,44796443_776.795.png,26.74019820601852,2.697
44796443,44796443_770.597.png,18.31593605324074,4.112
44796443,44796443_760.502.png,1.4808666087962963,2.18
44796443,44796443_745.508.png,24.29730902777778,4.105
44796443,44796443_749.806.png,12.468352141203704,5.109
44796443,44796443_797.086.png,17.87091290509259,2.161
44796443,44796443_724.616.png,18.472583912037038,2.336
44796443,44796443_799.485.png,4.1463396990740735,4.848
44796443,44796443_820.177.png,16.807255497685187,2.136
44796443,44796443_824.875.png,8.21144386574074,3.36
44796443,44796443_786.591.png,20.29607928240741,5.16
44796443,44796443_808.682.png,3.2127459490740744,8.075
44796443,44796443_758.402.png,5.023582175925926,3.192
44796443,44796443_772.597.png,18.88480179398148,2.969
44796443,44796443_814.979.png,5.060583043981481,2.039
44796443,44796443_789.889.png,6.641203703703703,2.879
44796443,44796443_780.993.png,10.418511284722221,1.484
44796443,44796443_747.607.png,15.513599537037038,2.616
44796443,44796443_822.476.png,28.585611979166664,2.802
44796443,44796443_826.974.png,4.643699363425926,2.807
44796443,44796443_778.894.png,12.896375868055557,2.864
44796443,44796443_818.078.png,11.625108506944445,3.265
44796443,44796443_812.880.png,12.387622974537036,1.804
44796443,44796443_756.203.png,5.539713541666667,4.518
44796443,44796443_810.781.png,9.949327256944445,1.739
44796443,44796443_806.682.png,3.0252459490740744,2.695
44796443,44796443_774.696.png,23.01587818287037,1.063
47204761,47204761_26618.699.png,13.740017361111112,2.401
47204761,47204761_26635.392.png,6.763020833333333,2.357
47204761,47204761_26620.898.png,4.379340277777778,1.599
47204761,47204761_26646.487.png,5.092918113425926,3.695
47204761,47204761_26644.388.png,8.095775462962964,2.765
47204761,47204761_26639.690.png,28.133174189814813,5.406
47204761,47204761_26605.205.png,9.07302517361111,3.146
47204761,47204761_26616.600.png,8.927083333333332,3.171
47204761,47204761_26659.082.png,5.765986689814815,3.896
47204761,47204761_26631.094.png,10.905635127314815,1.812
47331942,47331942_164685.215.png,10.663700810185185,1.62
47331942,47331942_164663.723.png,3.8914930555555554,2.32
47331942,47331942_164692.512.png,9.468460648148149,1.699
47331942,47331942_164683.115.png,18.296296296296298,1.844
47331942,47331942_164695.111.png,0.0,1.792
47331942,47331942_164655.027.png,21.839482060185187,0.404
47331942,47331942_164659.425.png,39.86140046296296,1.444
47331942,47331942_164707.306.png,16.732096354166668,1.817
47331942,47331942_164657.326.png,20.81376591435185,1.197
47331942,47331942_164666.122.png,10.565502025462962,2.035
47331942,47331942_164650.629.png,19.39142071759259,0.389
47331942,47331942_164721.400.png,38.83344184027778,0.867
47331942,47331942_164705.207.png,10.80834056712963,2.064
47331942,47331942_164697.310.png,19.769422743055557,1.6
47331942,47331942_164661.524.png,31.43948929398148,1.876
47331942,47331942_164690.512.png,8.10669849537037,1.62
47204892,47204892_871.967.png,12.829788773148149,2.737
47204892,47204892_849.776.png,17.764322916666668,2.609
47204892,47204892_857.573.png,20.555302372685187,2.137
47204892,47204892_884.562.png,8.020543981481481,1.885
47204892,47204892_877.365.png,2.477068865740741,3.368
47204892,47204892_889.960.png,11.962348090277777,3.362
47204892,47204892_892.059.png,5.561378761574074,2.194
47204892,47204892_887.261.png,20.002857349537038,2.188
47204892,47204892_860.371.png,16.74822771990741,2.559
42446608,42446608_210329.885.png,3.616898148148148e-05,1.873
42446608,42446608_210294.400.png,35.68872974537037,2.052
42446608,42446608_210317.590.png,0.3693214699074074,1.77
42446608,42446608_210297.498.png,12.225658275462962,3.0
42446608,42446608_210306.095.png,0.040219907407407406,1.866
42446608,42446608_210303.996.png,9.42306857638889,2.695
42446608,42446608_210308.294.png,22.33246527777778,2.405
42446608,42446608_210327.586.png,11.952256944444445,1.79
42446608,42446608_210301.597.png,0.5912181712962963,2.504
42446608,42446608_210325.187.png,0.5843460648148148,2.323
42446608,42446608_210299.597.png,0.6216724537037037,2.616
42446608,42446608_210321.988.png,5.561378761574074,2.595
42446608,42446608_210332.084.png,22.365053530092595,2.348
42446608,42446608_210319.889.png,11.122395833333334,3.062
42897512,42897512_472775.226.png,34.05269820601852,1.479
42897512,42897512_472818.708.png,37.219509548611114,2.013
42897512,42897512_472725.746.png,38.180374710648145,1.317
42897512,42897512_472860.990.png,9.155888310185185,2.404
42897512,42897512_472884.081.png,10.031575520833332,2.394
42897512,42897512_472812.110.png,8.709635416666666,1.87
42897512,42897512_472871.486.png,12.48361545138889,1.951
42897512,42897512_472847.496.png,20.13697193287037,1.653
42897512,42897512_472881.882.png,16.90556278935185,1.524
42897512,42897512_472745.338.png,26.58203125,1.57
42897512,42897512_472877.783.png,17.11863425925926,1.525
42897512,42897512_472768.928.png,31.233506944444443,1.299
42897512,42897512_472838.999.png,24.552155671296298,1.625
42897512,42897512_472854.693.png,16.027669270833332,1.32
42897512,42897512_472800.015.png,33.92809606481482,1.633
42897512,42897512_472797.916.png,34.76457609953704,1.578
42897512,42897512_472841.198.png,17.318214699074076,1.601
42897512,42897512_472875.684.png,9.58619068287037,1.616
42897512,42897512_472751.835.png,15.125361689814815,1.587
42897512,42897512_472863.089.png,17.38892505787037,1.842
42897512,42897512_472814.110.png,12.088469328703704,2.368
42897512,42897512_472760.432.png,26.785734953703706,1.603
42897512,42897512_472900.274.png,38.279550057870374,1.386
42897512,42897512_472713.051.png,23.509150752314813,3.595
42897512,42897512_472858.891.png,11.226924189814815,2.654
42897512,42897512_472656.575.png,35.59783709490741,3.925
42897512,42897512_472865.188.png,1.434063946759259,2.245
42897512,42897512_472710.852.png,36.28602430555555,1.663
42897512,42897512_472777.325.png,11.719184027777779,1.348
42897512,42897512_472773.126.png,25.244032118055554,1.368
42897512,42897512_472895.676.png,39.654947916666664,1.327
42897512,42897512_472879.882.png,25.46773726851852,1.278
42897512,42897512_472836.900.png,11.034107349537036,2.412
42897512,42897512_472843.198.png,6.746129918981482,1.429
42897512,42897512_472869.287.png,10.808629918981481,2.486
42897512,42897512_472734.542.png,15.463758680555555,2.442
